formula,minimum Number,range Number,avg_dev Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,maximum AtomicWeight,mean AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,maximum Row,range Row,avg_dev Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,range NfUnfilled,mean NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,bandgap_transformed
Mg2CuWO6,8.0,66.0,13.6,51.0,87.0,36.0,77.3,11.64,87.0,183.84,39.19924,15.9994,54.8,3695.0,3640.2,722.7570000000001,801.5484,54.8,2.0,16.0,14.0,11.7,5.16,16.0,6.0,4.0,0.96,66.0,162.0,96.0,97.2,37.44,66.0,1.31,3.44,2.13,2.752,0.8256,3.44,1.0,2.0,1.0,1.9,0.18,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,10.0,10.0,1.4,2.24,0.0,0.0,14.0,1.4,2.5199999999999996,0.0,2.0,20.0,18.0,7.1,3.359999999999999,6.0,0.0,1.0,0.1,0.18,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,6.0,0.6,1.08,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.9,0.9399999999999998,2.0,9.105,22.89,12.753,4.7142,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.4,95.28,12.0,0.0
Mg2Ga,12.0,19.0,8.444444444444445,68.0,74.0,6.0,70.0,2.6666666666666665,68.0,69.723,39.44433333333333,24.305,302.91,923.0,620.0899999999999,716.3033333333333,275.59555555555556,923.0,2.0,13.0,11.0,5.666666666666667,4.888888888888889,2.0,4.0,1.0,0.4444444444444445,122.0,141.0,19.0,134.66666666666666,8.444444444444448,141.0,1.31,1.81,0.5,1.4766666666666666,0.2222222222222221,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,11.0,5.666666666666667,4.888888888888889,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.6666666666666667,2.222222222222222,0.0,18.8575,22.89,21.545833333333334,1.7922222222222215,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,194.0,130.0,150.66666666666666,57.77777777777778,194.0,0.0
Mg2Ge,12.0,20.0,8.88888888888889,68.0,79.0,11.0,71.66666666666667,4.88888888888889,68.0,72.64,40.416666666666664,24.305,923.0,1211.4,288.4000000000001,1019.1333333333332,128.1777777777778,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,4.0,1.0,0.4444444444444445,120.0,141.0,21.0,134.0,9.333333333333334,141.0,1.31,2.01,0.6999999999999997,1.5433333333333332,0.3111111111111109,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,10.0,10.0,3.3333333333333335,4.444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,22.89,23.005,22.92833333333333,0.0511111111111096,22.89,0.0,0.383,0.1276666666666666,0.1702222222222222,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,204.33333333333337,13.77777777777778,194.0,0.9820784724121582
Mg2GeB2Rh5,5.0,40.0,16.48,59.0,79.0,20.0,65.4,6.4,59.0,102.9055,65.73995,102.9055,923.0,2348.0,1425.0,1893.84,524.824,2237.0,2.0,14.0,12.0,8.9,2.7599999999999993,9.0,5.0,3.0,1.12,84.0,142.0,58.0,128.0,19.2,142.0,1.31,2.28,0.9699999999999998,2.011,0.2805999999999998,2.28,1.0,2.0,1.0,1.5,0.5,1.0,0.0,2.0,2.0,0.4,0.56,0.0,0.0,10.0,10.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,12.0,6.9,3.5199999999999996,9.0,0.0,1.0,0.5,0.5,1.0,0.0,5.0,5.0,1.4,1.96,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.9,1.16,3.0,7.1725,23.005,15.133,4.677199999999999,13.64,0.0,1.524,0.3431,0.48034,0.0,0.0,0.0,0.0,0.0,0.0,166.0,225.0,59.0,207.0,21.6,225.0,0.0
Mg2GeSe4,12.0,22.0,8.816326530612246,68.0,89.0,21.0,81.57142857142857,8.489795918367347,89.0,78.96,62.44142857142857,78.96,494.0,1211.4,717.4000000000001,719.0571428571428,257.20816326530615,494.0,2.0,16.0,14.0,11.714285714285714,5.551020408163266,16.0,4.0,1.0,0.4081632653061224,120.0,141.0,21.0,126.0,8.571428571428571,120.0,1.31,2.55,1.2399999999999998,2.1185714285714283,0.4930612244897959,2.55,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.5714285714285716,1.6326530612244898,4.0,0.0,10.0,10.0,7.142857142857143,4.081632653061225,10.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,14.0,11.714285714285714,5.551020408163266,16.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7142857142857142,0.979591836734694,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.7142857142857142,0.979591836734694,2.0,22.89,25.92,24.637857142857143,1.4653061224489805,25.92,0.0,0.799,0.5112857142857143,0.3288163265306122,0.799,0.0,0.0,0.0,0.0,0.0,14.0,225.0,211.0,95.57142857142856,93.2244897959184,14.0,1.1052568313867783
Mg2MnN2,7.0,18.0,4.959999999999999,52.0,82.0,30.0,70.4,9.28,68.0,54.938045,26.312289,14.0067,63.05,1519.0,1455.95,698.22,508.1360000000001,63.05,2.0,15.0,13.0,8.2,5.4399999999999995,2.0,4.0,2.0,0.64,71.0,141.0,70.0,112.6,33.28,71.0,1.31,3.04,1.73,2.05,0.792,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,4.2,1.7600000000000002,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.2,1.7600000000000002,0.0,10.4875862069,22.89,17.16101724138,4.583186206896,14.76875,0.0,6.437,2.5748,3.0897600000000005,0.0,0.0,0.000310120689655,6.2024137931e-05,9.92386206896e-05,0.0,194.0,217.0,23.0,198.6,7.359999999999997,194.0,0.0
Mg2PdAu,12.0,67.0,25.25,62.0,68.0,6.0,66.0,2.0,68.0,196.966569,87.99914225,24.305,923.0,1828.05,905.05,1252.845,329.84499999999997,923.0,2.0,11.0,9.0,6.25,4.25,2.0,6.0,3.0,1.25,136.0,141.0,5.0,139.25,1.75,141.0,1.31,2.54,1.23,1.84,0.53,1.31,0.0,2.0,2.0,1.25,0.75,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,3.5,5.25,0.0,2.0,25.0,23.0,9.75,7.75,2.0,0.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,0.375,0.0,14.41,22.89,19.2225,3.6675,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0,0.0
Mg2RhAu,12.0,67.0,25.0,59.0,68.0,9.0,65.25,3.125,68.0,196.966569,87.12051725,24.305,923.0,2237.0,1314.0,1355.0825,440.95875,923.0,2.0,11.0,9.0,6.0,4.0,2.0,6.0,3.0,1.25,136.0,142.0,6.0,140.0,2.0,141.0,1.31,2.54,1.23,1.86,0.5499999999999999,1.31,1.0,2.0,1.0,1.5,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,4.5,4.5,0.0,0.0,14.0,3.5,5.25,0.0,2.0,25.0,23.0,9.5,7.75,2.0,0.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,13.64,22.89,19.03,3.86,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,209.5,15.5,194.0,0.0
Mg2Si,12.0,2.0,0.8888888888888887,68.0,78.0,10.0,71.33333333333333,4.444444444444443,68.0,28.0855,25.565166666666663,24.305,923.0,1687.0,764.0,1177.6666666666667,339.5555555555556,923.0,2.0,14.0,12.0,6.0,5.333333333333333,2.0,3.0,0.0,0.0,111.0,141.0,30.0,131.0,13.333333333333334,141.0,1.31,1.9,0.5899999999999999,1.5066666666666666,0.2622222222222221,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.6666666666666666,0.888888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,2.6666666666666665,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.3333333333333333,1.777777777777778,0.0,20.44,22.89,22.073333333333338,1.0888888888888886,22.89,0.0,0.773,0.2576666666666666,0.3435555555555556,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,205.0,14.666666666666666,194.0,1.184789984909162
Mg2SiPt,12.0,66.0,24.5,63.0,78.0,15.0,69.25,4.375,68.0,195.084,67.944875,24.305,923.0,2041.4,1118.4,1393.6,470.6,923.0,2.0,14.0,12.0,7.0,5.0,2.0,6.0,3.0,1.125,111.0,141.0,30.0,132.25,10.625,141.0,1.31,2.28,0.9699999999999998,1.6999999999999995,0.3899999999999999,1.31,1.0,2.0,1.0,1.75,0.375,2.0,0.0,2.0,2.0,0.5,0.75,0.0,0.0,9.0,9.0,2.25,3.375,0.0,0.0,14.0,3.5,5.25,0.0,2.0,24.0,22.0,8.0,8.0,2.0,0.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,1.0,1.5,0.0,0.0,1.0,0.25,0.375,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.5,1.5,0.0,15.02,22.89,20.31,2.645000000000002,22.89,0.0,0.773,0.19325,0.289875,0.0,0.0,0.0,0.0,0.0,0.0,194.0,227.0,33.0,210.0,16.0,194.0,0.0
Mg2TcO4,8.0,35.0,8.244897959183673,53.0,87.0,34.0,76.71428571428571,11.755102040816327,87.0,98.0,30.086800000000004,15.9994,54.8,2430.0,2375.2,642.1714285714286,671.2816326530613,54.8,2.0,16.0,14.0,10.714285714285714,6.040816326530612,16.0,5.0,3.0,0.8163265306122449,66.0,147.0,81.0,99.0,37.714285714285715,66.0,1.31,3.44,2.13,2.6114285714285717,0.946938775510204,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.2857142857142856,1.959183673469388,4.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,5.0,1.7142857142857142,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.1428571428571428,0.979591836734694,2.0,0.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.8571428571428572,1.0612244897959184,2.0,9.105,22.89,13.78357142857143,5.346938775510204,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,90.0,89.14285714285714,12.0,0.0
Mg2TiIrO6,8.0,69.0,12.960000000000004,43.0,87.0,44.0,76.1,13.080000000000002,87.0,192.217,38.46904,15.9994,54.8,2739.0,2684.2,685.48,756.816,54.8,2.0,16.0,14.0,11.3,5.64,16.0,6.0,4.0,0.96,66.0,160.0,94.0,97.9,38.28,66.0,1.31,3.44,2.13,2.7,0.8879999999999999,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.4,1.9200000000000004,4.0,0.0,7.0,7.0,0.9,1.44,0.0,0.0,14.0,1.4,2.5199999999999996,0.0,2.0,23.0,21.0,6.7,3.26,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.2,0.9600000000000002,2.0,0.0,8.0,1.1,1.7600000000000002,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,2.3,1.2799999999999998,2.0,9.105,22.89,13.131,4.8312,9.105,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-06,4.055999999994e-06,0.0,12.0,225.0,213.0,87.9,91.08,12.0,0.0
Mg2V9O13,8.0,15.0,6.78125,46.0,87.0,41.0,70.04166666666667,18.371527777777775,87.0,50.9415,29.794820833333333,15.9994,54.8,2183.0,2128.2,925.225,943.3312500000002,54.8,2.0,16.0,14.0,10.708333333333334,5.732638888888888,16.0,4.0,2.0,0.9027777777777778,66.0,153.0,87.0,104.875,42.114583333333336,66.0,1.31,3.44,2.13,2.58375,0.9276041666666668,3.44,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,2.1666666666666665,1.9861111111111112,4.0,0.0,3.0,3.0,1.125,1.40625,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,5.291666666666667,0.767361111111111,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0833333333333333,0.9930555555555556,2.0,0.0,7.0,2.625,3.28125,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,3.7083333333333335,2.46875,2.0,9.105,22.89,11.718125,2.8308854166666664,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,108.54166666666669,104.58680555555556,12.0,0.0
Mg2Zr14O5,8.0,32.0,13.714285714285714,44.0,87.0,43.0,56.523809523809526,16.698412698412703,44.0,91.224,66.94014285714286,91.224,54.8,2128.0,2073.2,1519.6190476190477,811.174603174603,2128.0,2.0,16.0,14.0,6.666666666666667,4.444444444444445,4.0,5.0,3.0,1.2063492063492065,66.0,175.0,109.0,145.8095238095238,38.920634920634924,175.0,1.31,3.44,2.13,1.8304761904761904,0.766439909297052,1.33,2.0,2.0,0.0,2.0,0.0,2.0,0.0,4.0,4.0,0.9523809523809524,1.4512471655328798,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888887,2.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.285714285714286,0.8163265306122449,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4761904761904761,0.7256235827664399,0.0,0.0,8.0,5.333333333333333,3.555555555555555,8.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,5.809523809523809,2.920634920634921,8.0,9.105,23.195,19.811190476190475,5.098185941043084,23.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,150.66666666666666,66.03174603174604,194.0,0.0
Mg3(B25C4)2,5.0,7.0,0.779360386992744,68.0,77.0,9.0,72.45901639344262,1.191077667293739,72.0,24.305,11.631977049180326,10.811,923.0,3823.0,2900.0,2471.3606557377047,354.5283525933887,2348.0,2.0,14.0,12.0,12.59016393442623,1.0416554689599573,13.0,3.0,1.0,0.0935232464391291,76.0,141.0,65.0,85.75409836065573,5.434023112066644,84.0,1.31,2.55,1.2399999999999998,2.0709836065573772,0.1256436441816716,2.04,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0819672131147542,0.2407954850846547,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,3.081967213114754,0.2407954850846546,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.622950819672131,0.6181134103735554,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.622950819672131,0.6181134103735554,5.0,5.64,22.89,7.744508196721312,1.489720505240527,7.1725,0.0,4.496,1.8388196721311476,0.6969653319000269,1.524,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,171.04918032786884,8.277344799784995,166.0,1.308332819650179
Mg3(MnAl9)2,12.0,13.0,1.928166351606805,52.0,73.0,21.0,70.52173913043478,3.879017013232515,73.0,54.938045,29.063425426086955,26.9815386,923.0,1519.0,596.0,983.02,93.21391304347824,933.47,2.0,13.0,11.0,11.043478260869565,3.0623818525519857,13.0,4.0,1.0,0.1587901701323251,121.0,141.0,20.0,125.17391304347828,6.533081285444236,121.0,1.31,1.61,0.3,1.5656521739130431,0.0694139886578451,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.782608695652174,0.3402646502835539,1.0,0.0,5.0,5.0,0.4347826086956521,0.7939508506616256,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,3.217391304347826,0.6578449905482042,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.9130434782608696,1.7013232514177694,5.0,0.0,5.0,0.4347826086956521,0.7939508506616256,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.3478260869565215,1.1342155009451798,5.0,10.4875862069,22.89,16.795007496252172,1.589998044455953,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.000310120689655,2.6967016491739128e-05,4.9244117071871455e-05,0.0,194.0,225.0,31.0,220.2608695652174,7.417769376181467,225.0,0.0
Mg3(Ni10B3)2,5.0,23.0,8.846611177170036,61.0,72.0,11.0,64.0,4.137931034482759,61.0,58.6934,45.22927586206896,58.6934,923.0,2348.0,1425.0,1773.0,237.93103448275863,1728.0,2.0,13.0,11.0,9.79310344827586,1.612366230677765,10.0,4.0,2.0,0.713436385255648,84.0,141.0,57.0,117.48275862068964,13.854934601664688,124.0,1.31,2.04,0.73,1.8748275862068964,0.1168608799048752,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,0.2068965517241379,0.3281807372175981,0.0,0.0,8.0,8.0,5.517241379310345,3.42449464922711,8.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,7.724137931034483,3.139120095124851,10.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0344827586206895,1.6409036860879906,0.0,0.0,2.0,1.3793103448275863,0.8561236623067775,2.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.413793103448276,1.070154577883472,2.0,7.1725,22.89,10.969137931034483,2.4663852556480386,10.32,0.0,1.524,0.3153103448275862,0.5001474435196195,0.0,0.0,0.5953947,0.4106170344827586,0.2548657455410226,0.5953947,166.0,225.0,59.0,209.58620689655172,21.260404280618317,225.0,0.0
Mg3(Ni10P3)2,12.0,16.0,5.992865636147444,61.0,83.0,22.0,66.27586206896552,7.277051129607612,61.0,58.6934,49.40088179310344,58.6934,317.3,1728.0,1410.7,1352.8551724137933,517.4411414982163,1728.0,2.0,15.0,13.0,10.20689655172414,1.983353151010702,10.0,4.0,1.0,0.4280618311533887,107.0,141.0,34.0,122.24137931034484,6.306777645659929,124.0,1.31,2.19,0.8799999999999999,1.905862068965517,0.123281807372176,1.91,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,0.6206896551724138,0.9845422116527944,0.0,0.0,8.0,8.0,5.517241379310345,3.42449464922711,8.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,8.0,8.137931034482758,2.568370986920333,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6206896551724138,0.9845422116527944,0.0,0.0,2.0,1.3793103448275863,0.8561236623067775,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.4137931034482758,2.0,10.32,22.89,14.15487684728276,5.289485306596909,10.32,0.0,1.625,0.3362068965517241,0.5332936979785969,0.0,0.0,0.5953947,0.4106170344827586,0.2548657455410226,0.5953947,2.0,225.0,223.0,175.6551724137931,71.85731272294888,225.0,0.0
Mg32Al36Ag13,12.0,35.0,9.288827922572777,65.0,73.0,8.0,69.74074074074075,2.897119341563787,73.0,107.8682,38.90595048888889,26.9815386,923.0,1234.93,311.93000000000006,977.7161728395062,82.56246303917084,933.47,2.0,13.0,11.0,8.333333333333334,5.004115226337448,13.0,5.0,2.0,0.5389422344154855,121.0,145.0,24.0,132.7530864197531,10.44718792866941,121.0,1.31,1.93,0.6199999999999999,1.5428395061728395,0.1839719554945892,1.61,1.0,2.0,1.0,1.839506172839506,0.2694711172077427,2.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938271,1.0,0.0,10.0,10.0,1.6049382716049383,2.6947111720774273,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,9.0,3.888888888888889,2.2825788751714677,3.0,0.0,1.0,0.1604938271604938,0.2694711172077427,0.0,0.0,5.0,5.0,2.2222222222222223,2.4691358024691357,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.382716049382716,2.326474622770919,5.0,16.33,22.89,18.98827160493827,3.082847126962353,16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,225.0,31.0,212.7530864197531,14.817253467459228,225.0,0.0
Mg3Al9FeSi5,12.0,14.0,1.4444444444444444,55.0,78.0,23.0,72.55555555555556,3.4691358024691348,73.0,55.845,28.44563041111111,26.9815386,923.0,1811.0,888.0,1189.7905555555556,345.25074074074075,933.47,2.0,14.0,12.0,11.166666666666666,3.407407407407408,13.0,4.0,1.0,0.1049382716049381,111.0,141.0,30.0,122.16666666666669,7.370370370370373,121.0,1.31,1.9,0.5899999999999999,1.6527777777777777,0.1570370370370369,1.61,2.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,1.0555555555555556,0.5246913580246914,1.0,0.0,6.0,6.0,0.3333333333333333,0.6296296296296297,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,6.0,3.388888888888889,0.8518518518518517,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.611111111111111,1.6049382716049383,5.0,0.0,4.0,0.2222222222222222,0.419753086419753,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.8333333333333335,1.2777777777777777,5.0,10.73,22.89,18.32888888888889,2.6932098765432104,16.48,0.0,0.773,0.2147222222222222,0.3101543209876543,0.0,0.0,2.1106628,0.1172590444444444,0.2214893061728395,0.0,194.0,229.0,35.0,220.61111111111111,8.870370370370368,225.0,0.0
Mg3AsN,7.0,26.0,7.119999999999999,68.0,84.0,16.0,74.0,7.2,68.0,74.9216,32.36865999999999,24.305,63.05,1090.0,1026.95,784.4100000000001,288.544,923.0,2.0,15.0,13.0,7.2,6.24,2.0,4.0,2.0,0.4,71.0,141.0,70.0,122.6,22.08,141.0,1.31,3.04,1.73,1.83,0.624,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,13.0,5.2,3.92,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,14.76875,22.89,21.12275,2.5416000000000003,22.89,0.0,6.437,1.2874,2.0598400000000003,0.0,0.0,0.0,0.0,0.0,0.0,166.0,194.0,28.0,188.4,8.959999999999997,194.0,0.8458682675776092
Mg3Bi2,12.0,71.0,34.08,68.0,86.0,18.0,75.2,8.64,68.0,208.9804,98.17516,24.305,544.4,923.0,378.6,771.5600000000001,181.728,923.0,2.0,15.0,13.0,7.2,6.24,2.0,6.0,3.0,1.44,141.0,148.0,7.0,143.8,3.360000000000002,141.0,1.31,2.02,0.71,1.594,0.3408,1.31,2.0,2.0,0.0,2.0,0.0,2.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,10.0,10.0,4.0,4.8,0.0,0.0,14.0,5.6,6.719999999999999,0.0,2.0,29.0,27.0,12.8,12.960000000000004,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.2,1.44,0.0,22.89,32.95,26.914,4.8288,22.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,121.2,87.35999999999999,194.0,0.0
